Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total		2025M05	3.318.696
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total		2025M04	2.893.184
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total		2025M03	2.374.380
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total		2025M02	1.948.795
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total		2025M01	1.844.916
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M07	645.421
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M06	597.453
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M05	614.952
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M04	529.917
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M03	525.225
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M02	429.593
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en España	2025M01	430.151
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	3.257.203
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	2.885.333
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	2.703.744
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	2.363.267
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	1.849.155
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	1.519.202
Total Nacional	09 Cataluña	08 Barcelona	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	1.414.765
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M07	616.349
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M06	557.845
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M05	476.262
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M04	409.765
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M03	224.683
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M02	162.469
Total Nacional	09 Cataluña	17 Girona	Viajero	Total		2025M01	136.542
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M07	227.998
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M06	237.743
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M05	180.981
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M04	174.631
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M03	123.850
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M02	89.278
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en España	2025M01	77.019
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M07	388.351
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M06	320.102
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M05	295.281
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M04	235.134
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M03	100.833
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M02	73.192
Total Nacional	09 Cataluña	17 Girona	Viajero	Total	Residentes en el Extranjero	2025M01	59.523
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M07	2.172.368
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M06	1.644.708
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M05	1.322.893
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M04	1.079.229
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M03	487.964
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M02	303.624
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total		2025M01	250.702
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M07	556.032
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M06	499.974
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M05	385.893
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M04	364.319
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M03	238.161
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M02	153.957
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en España	2025M01	134.300
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	1.616.336
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	1.144.734
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	937.000
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	714.909
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	249.803
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	149.667
Total Nacional	09 Cataluña	17 Girona	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	116.402
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M07	99.028
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M06	81.752
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M05	65.485
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M04	68.469
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M03	87.102
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M02	100.705
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total		2025M01	90.472
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M07	77.614
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M06	63.607
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M05	49.675
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M04	54.841
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M03	67.946
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M02	81.134
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en España	2025M01	74.168
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M07	21.413
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M06	18.145
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M05	15.810
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M04	13.628
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M03	19.156
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M02	19.571
Total Nacional	09 Cataluña	25 Lleida	Viajero	Total	Residentes en el Extranjero	2025M01	16.304
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M07	221.668
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M06	160.300
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M05	125.648
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M04	142.602
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M03	209.233
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M02	243.312
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total		2025M01	224.151
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M07	177.015
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M06	124.937
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M05	97.506
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M04	114.882
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M03	160.421
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M02	189.736
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en España	2025M01	184.887
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	44.652
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	35.363
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	28.142
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	27.720
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	48.812
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	53.577
Total Nacional	09 Cataluña	25 Lleida	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	39.264
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M07	483.884
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M06	467.360
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M05	406.789
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M04	322.412
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M03	79.586
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M02	52.771
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total		2025M01	46.154
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M07	249.608
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M06	271.823
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M05	212.041
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M04	192.801
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M03	61.393
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M02	41.447
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en España	2025M01	36.996
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M07	234.276
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M06	195.537
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M05	194.748
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M04	129.611
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M03	18.193
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M02	11.324
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total	Residentes en el Extranjero	2025M01	9.158
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M07	1.920.809
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M06	1.602.629
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M05	1.289.057
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M04	875.100
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M03	169.562
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M02	89.106
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total		2025M01	73.119
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M07	774.490
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M06	646.948
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M05	484.036
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M04	458.361
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M03	133.391
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M02	66.519
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en España	2025M01	57.029
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	1.146.319
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	955.680
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	805.021
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	416.739
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	36.170
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	22.587
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	16.090
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M07	1.078.879
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M06	1.013.870
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M05	935.552
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M04	893.836
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M03	729.216
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M02	597.413
Total Nacional	10 Comunitat Valenciana		Viajero	Total		2025M01	496.336
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M07	610.651
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M06	580.966
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M05	480.119
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M04	488.138
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M03	377.173
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M02	338.556
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en España	2025M01	279.496
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M07	468.227
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M06	432.904
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M05	455.433
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M04	405.698
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M03	352.043
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M02	258.857
Total Nacional	10 Comunitat Valenciana		Viajero	Total	Residentes en el Extranjero	2025M01	216.839
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M07	3.710.573
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M06	3.195.782
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M05	2.897.708
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M04	2.676.657
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M03	2.274.046
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M02	1.650.056
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total		2025M01	1.419.810
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M07	1.934.077
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M06	1.594.659
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M05	1.284.979
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M04	1.284.863
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M03	1.019.841
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M02	750.879
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en España	2025M01	644.685
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M07	1.776.496
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M06	1.601.123
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M05	1.612.729
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M04	1.391.793
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M03	1.254.205
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M02	899.177
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total	Residentes en el Extranjero	2025M01	775.126
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M07	561.614
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M06	508.872
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M05	471.420
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M04	448.167
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M03	360.750
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M02	289.857
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total		2025M01	246.779
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M07	283.296
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M06	249.684
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M05	200.255
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M04	219.505
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M03	150.882
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M02	148.407
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total	Residentes en España	2025M01	129.954
